Title,Proposal Url,Mission,Total,Rubric Results
Castpay: P2P Transaction and Yield Earning Tool on Warpcast,https://app.charmverse.io/op-grants/castpay-p2p-transaction-and-yield-earning-tool-on-warpcast-956190181927133,Incentivize Projects to Integrate the Farcaster Social Graph,88,"Criteria: Code Audit (if applicable mark 0 if not) - Average: 0.0 || Total: 0
 

 *to be built
 

 *n/a
 

 *n/a
 

 

 Criteria: Discretionary - Average: 0.8 || Total: 3
 

 *We consider this a high-risk high-reward experiment to fund. The requested size is commensurate with this categorization.
 

 *I like this use case
 

 

 Criteria: Distribution implementation plan - Average: 2.4 || Total: 12
 

 *Focused builder grant with clear plan.
 

 *Very clear
 

 

 Criteria: Experimentation and Novelty - Average: 2.0 || Total: 10
 

 

 Criteria: Grant size - Average: 2.0 || Total: 10
 

 *7890 is fair
 

 

 Criteria: Intuitivity and ease of use - Average: 0.8 || Total: 4
 

 *to be built
 

 *No website or demo to track UI/UX - Frame errors when tyring to use
 

 *no website or real demo provided
 

 *n/a
 

 

 Criteria: Likelihood of success - Average: 2.2 || Total: 11
 

 *Payment platforms are a clear use case
 

 

 Criteria: Milestone Assessment - Average: 1.8 || Total: 9
 

 *Milestones are mostly related to yield zaps payment system already built
 

 

 Criteria: Milestone Trackability - Average: 1.0 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 5
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 10
 

 *Multiple hackathon winners
 

 

 Criteria: User Retention - Average: 1.8 || Total: 9"
Bytexplorers (ByteLight Experiment),https://app.charmverse.io/op-grants/bytexplorers-bytelight-experiment-7829106042732696,Incentivize Projects to Integrate the Farcaster Social Graph,68,"Criteria: Code Audit (if applicable mark 0 if not) - Average: 0.0 || Total: 0
 

 *N/A
 

 *n/a
 

 

 Criteria: Discretionary - Average: -0.5 || Total: -2
 

 *Milestones are not set up for accountability there is minimal process in which rewarded participants are selected.
 

 *Unsure of how this is a proper grant that we should be funding milestones need work minimal process and additional items here
 

 

 Criteria: Distribution implementation plan - Average: 1.4 || Total: 7
 

 *Distribution plan is unclear and relies heavily on the project itself
 

 *Distribution is fine however implementation is off and could be sybil city
 

 

 Criteria: Experimentation and Novelty - Average: 1.2 || Total: 6
 

 *Conducting a q/a process
 

 *Unsure how this process is experimental/novel in anyway
 

 

 Criteria: Grant size - Average: 1.6 || Total: 8
 

 *This is a large request for a project with 151 users
 

 *50000 is a large request for a project of this size
 

 *grant size is large for the use
 

 

 Criteria: Intuitivity and ease of use - Average: 1.4 || Total: 7
 

 *N/A
 

 

 Criteria: Likelihood of success - Average: 1.6 || Total: 8
 

 *Current user base is 151
 

 *Very small current userbase
 

 

 Criteria: Milestone Assessment - Average: 1.0 || Total: 5
 

 *Milestones are not well defined and lack source of truth
 

 *Milestones could be achieved in a month
 

 

 Criteria: Milestone Trackability - Average: 1.4 || Total: 7
 

 *Milestones are not trackable
 

 *Milestones are trackable
 

 

 Criteria: Optimism Relationship - Average: 1.2 || Total: 6
 

 

 Criteria: Team assessment - Average: 2.0 || Total: 10
 

 

 Criteria: Timely Submission - Average: -2.0 || Total: -4
 

 *The distribution plan and milestones are vague and the grant size is large in comparison to the current user base
 

 

 Criteria: User Retention - Average: 2.0 || Total: 10
 

 *While answered questions are useful in the future these answers may not be relevant or outdated completely"
Building an On-Chain Review System with EAS,https://app.charmverse.io/op-grants/building-an-on-chain-review-system-with-eas-745425000563134,Builder Grants 2,76,"Criteria: Builder Commitment - Average: 1.8 || Total: 7
 

 

 Criteria: Builder Draw - Average: 1.5 || Total: 6
 

 *Not a builder draw proposal just secondary effects.
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.5 || Total: 2
 

 

 Criteria: Development of OP Stack - Average: 1.3 || Total: 5
 

 *adding trust here can be helpful
 

 *As above.
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *i just think these kinds of projects aren't really that helpful - there ave been so many proposals to make a front page and nothing is ever used
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *reasonable grant ask
 

 

 Criteria: Likelihood of success - Average: 2.0 || Total: 8
 

 *team has consistenly proven able to ship and scope well
 

 *While the idea in general is interesting it proved in the past to be super challenging to execute.
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 1.8 || Total: 7
 

 *on-chain review systems
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Buffer Finance - Zero Gas Price Prediction Markets,https://app.charmverse.io/op-grants/buffer-finance-zero-gas-price-prediction-markets-36726071747791833,Growth Experiment grant,123,"Criteria: Code Audit - Average: 2.8 || Total: 14
 

 *Audited by sherlock
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *Note: Would typically mark down for fee rebates that could accrue to the applicant but the up/down and over/under fees go to other users of the protocol and the fee on perps is only 1 bp so negligible at these amounts. Consequently no deduction in score was made.
 

 *Project is only deployed to Arbitrum. We should not incentivize projects before they have been deployed to OP/have some data to work with.
 

 

 Criteria: Distribution implementation plan - Average: 2.0 || Total: 10
 

 *The rewards would reach the intended targets but trading competitions aren't the best use of grants.
 

 

 Criteria: Experimentation and Novelty - Average: 1.8 || Total: 9
 

 *has ambitions to launch experimental markets etc. but has yet to deploy those.
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 *Size was well justified appreciated the additional documentation on where the request size came from
 

 *Ask is on the higher end given they aren't deployed on OP and have moderate tvl metrics
 

 

 Criteria: intuitivity and ease of use - Average: 1.4 || Total: 7
 

 *UX is could use some improvement
 

 *UI could use some work
 

 *UI/UX struggles in certain areas
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 9
 

 

 Criteria: Milestone Assessment - Average: 2.4 || Total: 12
 

 *well defined milestones based on user adoption
 

 *Milestones would hold the proposer accountable
 

 *Metrics based
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 10
 

 

 Criteria: Optimism Relationship - Average: 0.2 || Total: 1
 

 *Deployed on multiple chains not OP yet
 

 

 Criteria: Reach - Average: 1.6 || Total: 8
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.2 || Total: 11
 

 *If they can bring commodity markets to optimism that would be extremely useful the products at the moment though are options and perps.
 

 *Perps/Options have been a valid usecase for Web3 speculation (moreso Perps than Options) Experimental markets would be great as well but they do not have them yet.
 

 

 Criteria: Team assessment - Average: 2.2 || Total: 11
 

 

 Criteria: User Retention - Average: 1.8 || Total: 9"
Broaden & Deepen Governance Token User Base,https://app.charmverse.io/op-grants/broaden-deepen-governance-token-user-base-5887478528357895,Growth Experiment grant,159,"Criteria: Code Audit - Average: 2.4 || Total: 12
 

 *Audited by sigma prime
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: 0.5 || Total: 2
 

 *This will increase delegation
 

 

 Criteria: Distribution implementation plan - Average: 2.8 || Total: 14
 

 *Targets new users who have not delegated incentives for users delegating through the protocol
 

 

 Criteria: Experimentation and Novelty - Average: 2.2 || Total: 11
 

 *while IP is unique there are similar protocols
 

 *Novel in its use of governance token delegation
 

 

 Criteria: Grant size - Average: 3.2 || Total: 16
 

 *Grant size is very modest
 

 *Very reasonable request
 

 

 Criteria: intuitivity and ease of use - Average: 2.0 || Total: 10
 

 *Moderate UX
 

 *Could be improved in a few various areas
 

 

 Criteria: Likelihood of success - Average: 2.4 || Total: 12
 

 

 Criteria: Milestone Assessment - Average: 2.0 || Total: 10
 

 *May have been better to increase ask and target more users
 

 *Metrics based
 

 *50 delegators at the current grant size is 200+ OP per new delegator.
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.8 || Total: 9
 

 

 Criteria: Reach - Average: 2.0 || Total: 10
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.8 || Total: 14
 

 *Lending protocols will always be useful in this space.
 

 *Lending protocols with built in preservation of voting power is important.
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 14
 

 *Team is very capable
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2
 

 

 Criteria: User Retention - Average: 2.2 || Total: 11"
Boosting Novel dApps on the Superchain,https://app.charmverse.io/op-grants/boosting-novel-dapps-on-the-superchain-7363443284599933,Growth Experiment grant,124,"Criteria: Code Audit - Average: 2.2 || Total: 11
 

 *Audited by code4rena
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: -1.0 || Total: -3
 

 *I worry that Rabbithole/Boost will continue to require ongoing grants with very mixed impact
 

 *This grant plan suffers a fatal flaw of not pre-defining where OP tokens will go to whom for what specific actions and in what amounts. As it stands it provides far too much discretion to the applicant in what projects will receive the granted incentives what (if any) limitations there are on per user payouts sybil protections etc. It's just an incomplete plan that needs considerably more detail in how it will be executed.
 

 

 Criteria: Distribution implementation plan - Average: 1.6 || Total: 8
 

 *Distribution is moderate would like to see less focus on art/nfts
 

 *Distributions from Rabbithole / etc have had mixed impact espeically as it focuses on two areas that have had mixes secase.
 

 *see general comments
 

 

 Criteria: Experimentation and Novelty - Average: 1.4 || Total: 7
 

 

 Criteria: Grant size - Average: 1.6 || Total: 8
 

 *Large OP grant for NFT/Onchain Art & Decentralized Social Gaming
 

 *60000
 

 *see general comments
 

 

 Criteria: intuitivity and ease of use - Average: 2.6 || Total: 13
 

 *enterprise grade UX
 

 *Easy to use UX/ease of use
 

 *Great UI
 

 

 Criteria: Likelihood of success - Average: 2.4 || Total: 12
 

 

 Criteria: Milestone Assessment - Average: 1.8 || Total: 9
 

 *Metrics based milestones
 

 

 Criteria: Milestone Trackability - Average: 1.6 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 *Deployed on OP and other chains.
 

 

 Criteria: Reach - Average: 2.2 || Total: 11
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 1.8 || Total: 9
 

 *Products like this help onboard users to new dapps
 

 *Boost/Rabbithole have been used as tools
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0
 

 

 Criteria: User Retention - Average: 1.8 || Total: 9"
Boosting Delegation on Optimism,https://app.charmverse.io/op-grants/boosting-delegation-on-optimism-6612121850122266,Delegation Quest SDK,99,"Criteria: Code Audit (if applicable mark 0 if not) - Average: 0.0 || Total: 0
 

 *n/a
 

 *N/A
 

 *to be built
 

 

 Criteria: Delegate Reach - Average: 1.8 || Total: 9
 

 *Reaches a large amount of delegates
 

 

 Criteria: Discretionary - Average: 0.8 || Total: 3
 

 *This solves a big problem
 

 *We are supportive of making Optimism voting and/or delegation as widely available on as many UIs as possible
 

 

 Criteria: Distribution implementation plan - Average: 2.6 || Total: 13
 

 *Re-delegation is an important aspect of the plan.
 

 *Plan is detailed and clear
 

 *Detailed plan to promote delgations.
 

 *Distribution is all growth
 

 

 Criteria: Experimentation and Novelty - Average: 1.8 || Total: 9
 

 *Similar protocols but this is an individual buildout to support OP.
 

 

 Criteria: Grant size - Average: 2.4 || Total: 12
 

 *50000 is very reasonable
 

 *Ask reduced to 50000
 

 

 Criteria: Likelihood of success - Average: 2.6 || Total: 13
 

 

 Criteria: Milestone Assessment - Average: 2.4 || Total: 12
 

 *Milestones are very clear
 

 

 Criteria: Milestone Trackability - Average: 1.6 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 1.2 || Total: 6
 

 *Deployed on multiple chains
 

 

 Criteria: Users - Average: 2.8 || Total: 14"
Boost LST Bridging to the OP Stack,https://app.charmverse.io/op-grants/boost-lst-bridging-to-the-op-stack-6797401830862848,Liquid staked ETH Optimism's home,99,"Criteria: Code Audit (mark 0 if not applicable) - Average: 0.0 || Total: 0
 

 

 Criteria: Discretionary - Average: -1.3 || Total: -5
 

 *Would rather see this grant go to the source the new LST protocols themselves.
 

 *This grant should focus bringing LSTs to Optimism in some sort of way. Rabbithole has also received large amount of OP in the past without a clear path to sustainability.
 

 *This grant could be much stronger with 1) discrete goals of how much capital of each variety to migrate (e.g. bridge $50m in cbETH) and 2) better descriptions of implementation (e.g. target rewards of X% on rETH bridging)
 

 

 Criteria: Distribution implementation plan - Average: 1.4 || Total: 7
 

 *Non specific incentives with a high chance of sybil.
 

 *Plan does not provide details on what the specific incentives will be.
 

 

 Criteria: Experimentation and Novelty - Average: 1.4 || Total: 7
 

 *I can see a good need for increasing OP LST marketshare
 

 *There's many similar protocols in this realm at the moment all doing somewhat similar things - though the onchain tracking usage is great to see more of.
 

 

 Criteria: Grant size - Average: 1.4 || Total: 7
 

 *Grant size is quite large but would likely net more value in a general sense
 

 *50000
 

 *Size is too large without enough detail.
 

 *Does not provide specific goals liked the example objective and budget for rETH please revise and provide more of that
 

 

 Criteria: Intuitivity and ease of use - Average: 2.0 || Total: 10
 

 *Team has a track record of simplistic easy to understand ux
 

 *Rabbithole/Boost is known for its simplified UI/UX
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 9
 

 *Hard to estimate given the sheer number of grants given to rabbithole/boost/etc.
 

 

 Criteria: Milestone Assessment - Average: 1.2 || Total: 6
 

 *Milestones need more accountability
 

 *Milestones would be stronger if they were metrics based and related to use since rewards are going to users
 

 *Milestones should be based on metrics/impact.
 

 *Milestones are not very specific in targeted amounts of capital to migrate to the extent that they are they are not very ambitious
 

 

 Criteria: Milestone Trackability - Average: 1.4 || Total: 7
 

 *Milestones are trackable
 

 

 Criteria: Optimism Relationship - Average: 1.2 || Total: 6
 

 

 Criteria: Reach - Average: 2.6 || Total: 13
 

 *LSTs reach a core number of users though hard to say how they will retain the reach.
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.2 || Total: 11
 

 *while this proposal would incentivize LST inflow its not built out to sustain long term.
 

 *LST inflow is good for OP and has seen a clear amount of capital migration. Though it has struggled with LRTs taking the cake most recently.
 

 

 Criteria: Team assessment - Average: 3.0 || Total: 15
 

 

 Criteria: Timely Submission - Average: 0.0 || Total: 0
 

 

 Criteria: User Retention - Average: 1.2 || Total: 6
 

 *its not clear why usesr would remain on OP after incentives run out
 

 *Users are unlikely to remain after incentives are gone
 

 *Rabbithole/Similar programs struggle with user retention. I do not see a path to retention here."
Bonadocs,https://app.charmverse.io/op-grants/bonadocs-23948002871339513,Builder Grants 2,74,"Criteria: Builder Commitment - Average: 1.7 || Total: 5
 

 

 Criteria: Builder Draw - Average: 1.8 || Total: 7
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.5 || Total: 2
 

 *just screenshots
 

 

 Criteria: Development of OP Stack - Average: 1.7 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: -0.5 || Total: -2
 

 *While the tool is interesting in itself the results for Optimism are not significant enough to justify the max ask. This is not an Optimism-specific solution that is going to bring builders to Optimism.
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 

 Criteria: Likelihood of success - Average: 2.3 || Total: 9
 

 *there are a few examples of this now. would like to see more development forst. also don't like that it's fee-based and asking for so much up front
 

 

 Criteria: Milestone Orientation - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.3 || Total: 9
 

 *They are removing barriers to building on existing OP protocols or building new protocol/dapps on OP
 

 *we now have several implementation of this along with an ongoing RFG on this subject
 

 

 Criteria: Opensource - Average: 1.8 || Total: 7
 

 

 Criteria: Optimism Relationship - Average: 1.3 || Total: 5
 

 *implementation would i assume maintained
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 11
 

 *very strong team"
Bloom Metrics: The Optimism Impact Garden,https://app.charmverse.io/op-grants/bloom-metrics-the-optimism-impact-garden-8064181919524971,Builder Grants 2,75,"Criteria: Builder Commitment - Average: 3.0 || Total: 12
 

 

 Criteria: Builder Draw - Average: 1.0 || Total: 4
 

 *this is unlikely to be useful for builders looking to add
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.3 || Total: 1
 

 *0
 

 

 Criteria: Development of OP Stack - Average: 1.0 || Total: 4
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *had this mission request passed this would have been more in scope for that the token house voted against it
 

 *It's interesting idea but it proved to be super-challenging in the past and I am not convinced that this team has the answers regarding how to solve it. Furthermore it seems like this should be a part of some other Mission Request. It would be better if that proposal was split into some pilot phase where it could have been proven that this team's approach actually works.
 

 

 Criteria: Grant size - Average: 1.3 || Total: 5
 

 

 Criteria: Likelihood of success - Average: 1.5 || Total: 6
 

 *it's possible that this works but would have much rather seen some actual development up front before making this ask to effectively be the 'blessed' framework.
 

 

 Criteria: Milestone Orientation - Average: 1.3 || Total: 5
 

 

 Criteria: Milestone Trackability - Average: 1.5 || Total: 6
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 

 Criteria: Opensource - Average: 2.0 || Total: 8
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9"
BlockPI Account Abstraction Service,https://app.charmverse.io/op-grants/blockpi-account-abstraction-service-6499713590466969,Builder Grants 2,76,"Criteria: Builder Commitment - Average: 1.8 || Total: 7
 

 *they're essentially moving from ecosystem to ecosystem and there are broader issues with respect to sequencing that have to be resolved
 

 

 Criteria: Builder Draw - Average: 2.0 || Total: 8
 

 *These type of tools are needed in some manner
 

 *this service already exists elsewhere and it's not entirely clear when this work will be relevant to OPtimism
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.0 || Total: 4
 

 

 Criteria: Development of OP Stack - Average: 2.0 || Total: 8
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *This domain is very interesting and needed my main concern is regarding the proposer's ability to gain traction for their tool and maintain it long-term.
 

 *we don't have this need quite yet
 

 

 Criteria: Grant size - Average: 2.0 || Total: 8
 

 *asking for most of this to be subsidized
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Orientation - Average: 0.3 || Total: 1
 

 

 Criteria: Milestone Trackability - Average: 0.5 || Total: 2
 

 

 Criteria: Novelty - Average: 2.8 || Total: 11
 

 *AA Explorer
 

 

 Criteria: Opensource - Average: 1.0 || Total: 4
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 4
 

 *would be better to presume some ongoing relationship
 

 

 Criteria: Team assessment - Average: 2.8 || Total: 11
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
blob-archiver-rs - a robust blob-archiver service in rust,https://app.charmverse.io/op-grants/blob-archiver-rs-a-robust-blob-archiver-service-in-rust-6388430437756178,OS OP Stack Developer Tooling,104,"Criteria: Builder Commitment - Average: 2.3 || Total: 9
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.3 || Total: 5
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Grant size - Average: 3.3 || Total: 13
 

 

 Criteria: Infrastructure Draw - Average: 2.8 || Total: 11
 

 

 Criteria: Likelihood of success - Average: 2.8 || Total: 11
 

 

 Criteria: Milestone Orientation - Average: 2.0 || Total: 8
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 3.0 || Total: 12
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 3.0 || Total: 12
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Bleu Assistant AI,https://app.charmverse.io/op-grants/bleu-assistant-ai-6926133139021808,AI Assistant for governance,84,"Criteria: Builder Commitment - Average: 1.3 || Total: 5
 

 

 Criteria: Builder Draw (Mark 0 if not applicable) - Average: 0.8 || Total: 3
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.3 || Total: 1
 

 

 Criteria: Discretionary Factors - Average: -0.3 || Total: -1
 

 *My concern is that this tool is not sole focus for the team so it will be likely abandoned and not maintained after the grant ends.
 

 *this is still mostly just a promise
 

 

 Criteria: Educational Effectiveness - Average: 1.3 || Total: 5
 

 

 Criteria: Grant size - Average: 2.0 || Total: 8
 

 

 Criteria: Likelihood of success - Average: 1.8 || Total: 7
 

 *appear as solid devs
 

 

 Criteria: Measureable Impact - Average: 1.0 || Total: 4
 

 

 Criteria: Milestone Orientation - Average: 1.5 || Total: 6
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 1.3 || Total: 5
 

 

 Criteria: Opensource (optional) - Average: 1.3 || Total: 4
 

 

 Criteria: Optimism Relationship - Average: 1.7 || Total: 5
 

 

 Criteria: Relevance to Governance - Average: 1.5 || Total: 6
 

 

 Criteria: Smart Contract Analytics (Mark 0 if not applicable) - Average: 0.8 || Total: 3
 

 

 Criteria: Team assessment - Average: 2.3 || Total: 9"
bleu - tech partner of OP native projects,https://app.charmverse.io/op-grants/bleu-tech-partner-of-op-native-projects-8165387727000801,Layerwide new project support,94,"Criteria: Builder draw - Average: 2.8 || Total: 11
 

 

 Criteria: Builders long-term support - Average: 2.5 || Total: 10
 

 *inherently a big draw for commitment
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 

 Criteria: Ease of bootstrap - Average: 1.8 || Total: 7
 

 

 Criteria: Grant size - Average: 1.8 || Total: 7
 

 

 Criteria: Likelihood of success - Average: 3.0 || Total: 12
 

 

 Criteria: Milestone Orientation - Average: 2.0 || Total: 8
 

 

 Criteria: Milestones accountability - Average: 2.0 || Total: 8
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 8
 

 

 Criteria: Novelty - Average: 1.3 || Total: 5
 

 

 Criteria: Optimism Relationship - Average: 2.0 || Total: 8
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 *has done good work on the margins for protocols"
Batcher Gas Fee Optimization Research and Implementation,https://app.charmverse.io/op-grants/batcher-gas-fee-optimization-research-and-implementation-419013603973726,OP Stack Research and Implementation,103,"Criteria: Builder Commitment - Average: 3.0 || Total: 12
 

 

 Criteria: Demo included (binary yes/no) - Average: 1.8 || Total: 7
 

 

 Criteria: Discretionary Factors - Average: 0.0 || Total: 0
 

 *Research on that topic is highly needed and valuable not just for OP but for all L2 ecosystem.
 

 

 Criteria: Grant size - Average: 2.3 || Total: 9
 

 

 Criteria: Infrastructure Draw - Average: 3.0 || Total: 12
 

 *Optimization in this topic is quite critical and could make feasible better rollup sustainability and thus and potentially new use cases
 

 

 Criteria: Likelihood of success - Average: 3.0 || Total: 12
 

 

 Criteria: Milestone Orientation - Average: 2.0 || Total: 8
 

 

 Criteria: Milestones accountability - Average: 1.8 || Total: 7
 

 

 Criteria: Milestone Trackability - Average: 1.8 || Total: 7
 

 

 Criteria: Novelty - Average: 2.5 || Total: 10
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 4
 

 

 Criteria: Team assessment - Average: 3.3 || Total: 13
 

 *excellent professional team
 

 *Solid experienced team.
 

 

 Criteria: Timely Submission - Average: 2.0 || Total: 2"
Balancer LST and LRT Hub,https://app.charmverse.io/op-grants/page-7483023484917983,Liquid staked ETH Optimism's home,147,"Criteria: Code Audit (mark 0 if not applicable) - Average: 3.6 || Total: 18
 

 *Not listed in the proposal but balancer has been audited by reputable auditors.
 

 *Audited by Certora OpenZeppelin Trail of Bits
 

 *Certora OpenZeppelin Trail of Bits ABKD
 

 

 Criteria: Discretionary - Average: 0.2 || Total: 1
 

 *Prior grants have been successful
 

 *Grant size is very large compared to other applicants and generally would prefer to subsidize these LST/LRTs directly (which may indirectly lead to balancer incentives)
 

 *LST's/LRT's should be incentivized by OP across a few protocols.
 

 *The grant plan is fine but it's not especially compelling on whether it will actually import new assets or simply compete with other existing liquidity grants already funded by Optimism governance.
 

 

 Criteria: Distribution implementation plan - Average: 2.4 || Total: 12
 

 *Distribution is clearcut
 

 

 Criteria: Experimentation and Novelty - Average: 2.0 || Total: 10
 

 *Similar to other DEX's though Balancer was one of the first.
 

 

 Criteria: Grant size - Average: 2.2 || Total: 11
 

 *200000
 

 *Pretty large ask size
 

 *Ask is moderate
 

 

 Criteria: Intuitivity and ease of use - Average: 2.4 || Total: 12
 

 *Balancer has a pretty solid UI/UX
 

 *enterprise grade ux
 

 

 Criteria: Likelihood of success - Average: 2.6 || Total: 13
 

 *Balancer doesn't have much of a foothold on OP atm.
 

 *Balancer has been around for quite some time
 

 

 Criteria: Milestone Assessment - Average: 2.2 || Total: 11
 

 *Milestones should include critical milestones which focus on amount of liquidity targetted over incentive period etc.
 

 *Metric targets provided milestones hold proposer accountable
 

 

 Criteria: Milestone Trackability - Average: 2.0 || Total: 6
 

 

 Criteria: Optimism Relationship - Average: 1.4 || Total: 7
 

 *Deployed on multiple chains including oP.
 

 

 Criteria: Reach - Average: 2.4 || Total: 12
 

 *Reaches a wide number of users.
 

 *Reaches a large number of OP users along with users from other chains
 

 

 Criteria: Tangible Use Case for Web3 Technology - Average: 2.4 || Total: 12
 

 *Dex trading/LST/LRTs are a tangible usecase of Web3
 

 

 Criteria: Team assessment - Average: 2.6 || Total: 13
 

 *Team has performed pretty well over the years one of the few OGs still delivering.
 

 *Team is very capable
 

 

 Criteria: User Retention - Average: 1.8 || Total: 9
 

 *Users are likely to stay on OP but I struggle to beleive that they will stay and use Balancer which hasn't seen adoption recently.
 

 *Users are likely to stay on OP to some extent"
AwesomeQA AI: Governance support assistant,https://app.charmverse.io/op-grants/page-4615123566586994,AI Assistant for governance,74,"Criteria: Builder Commitment - Average: 1.5 || Total: 6
 

 

 Criteria: Builder Draw (Mark 0 if not applicable) - Average: 0.5 || Total: 2
 

 *This is a AI bot
 

 

 Criteria: Demo included (binary yes/no) - Average: 0.5 || Total: 2
 

 *Has example of other bots not governance related but shows their quality of work
 

 

 Criteria: Discretionary Factors - Average: 0.3 || Total: 1
 

 *I think a AI bot is needed for the OP discord
 

 

 Criteria: Educational Effectiveness - Average: 0.5 || Total: 2
 

 *only limited by info in i suppose
 

 

 Criteria: Grant size - Average: 1.0 || Total: 4
 

 *i find it highly unlikely that tehre is a high incremental cost in building this
 

 

 Criteria: Likelihood of success - Average: 1.5 || Total: 6
 

 

 Criteria: Measureable Impact - Average: 0.8 || Total: 3
 

 

 Criteria: Milestone Orientation - Average: 1.0 || Total: 4
 

 

 Criteria: Milestones accountability - Average: 1.5 || Total: 6
 

 

 Criteria: Milestone Trackability - Average: 1.3 || Total: 5
 

 

 Criteria: Novelty - Average: 2.0 || Total: 8
 

 

 Criteria: Opensource (optional) - Average: 0.8 || Total: 3
 

 

 Criteria: Optimism Relationship - Average: 1.0 || Total: 4
 

 

 Criteria: Relevance to Governance - Average: 1.3 || Total: 5
 

 *This could help with alot of governance related questions often received in discord
 

 

 Criteria: Smart Contract Analytics (Mark 0 if not applicable) - Average: 0.8 || Total: 3
 

 

 Criteria: Team assessment - Average: 2.5 || Total: 10
 

 *Team has delivered on other projects before
 

 *team has made this for several instances"
